"Pos","Artist and Title","Popularity"
"1476","Fauve - Les Hautes Lumières","0.01073"
"1477","Jul - Coucou","0.01072"
"1478","Marc Lavoine - Dis-moi que l'amour (feat. Bambou)","0.01066"
"1479","Aretha Franklin - Think","0.01066"
"1480","Rita Ora - Your Song","0.01064"
"1481","PNL - Deux frères","0.01064"
"1482","Bugge Wesseltoft - Try","0.01064"
"1483","Texas - Let's Work It Out","0.01061"
"1484","Booba - Longueur d'avance (feat. Maître Gims)","0.01059"
"1485","Muse - Something Human","0.01057"
"1486","Duke Dumont - Ocean Drive","0.01055"
"1487","One Direction - Diana","0.01052"
"1488","Bertrand Cantat - L’Angleterre","0.01052"
"1489","A Boogie wit da Hoodie - Look Back at It","0.01051"
"1490","H Magnum - Pourquoi tu m'en veux? (feat. Maître Gims)","0.01050"
"1491","Florence + The Machine - Jenny of Oldstones (Game of Thrones)","0.01050"
"1492","Charles Aznavour - Mes emmerdes","0.01048"
"1493","Kungs - More Mess (feat. Olly Murs & Coely)","0.01045"
"1494","SHAED - Trampoline","0.01045"
"1495","M. Pokora - On danse","0.01043"
"1496","Drake - Pop Style (feat. The Throne)","0.01043"
"1497","Vitaa - Bienvenue à Paris","0.01040"
"1498","Soolking - Guerilla","0.01040"
"1499","Orelsan - Zone (feat. Nekfeu & Dizzee Rascal)","0.01039"
"1500","Johnny Hallyday - La musique que j'aime","0.01038"
"1501","Johnny Hallyday - J'ai oublié de vivre","0.01032"
"1502","Shy'm - Si tu m'aimes encore","0.01031"
"1503","L.E.J - Seine-Saint-Denis","0.01029"
"1504","Joke - Miley (feat. Dosseh)","0.01029"
"1505","Richard Cocciante - Il mio rifugio","0.01027"
"1506","Calum Scott - Dancing on My Own","0.01024"
"1507","Sam Feldt - Show Me Love (feat. Kimberly Anne)","0.01022"
"1508","Orelsan - San","0.01020"
"1509","DJ Battle - Downtown (feat. Lexy Panterra)","0.01018"
"1510","Hoshi & Gaëtan Roussel - Je vous trouve un charme fou (En duo avec Gaëtan Roussel)","0.01017"
"1511","Alain Bashung - Immortels","0.01016"
"1512","Charles Aznavour - Comme ils disent","0.01015"
"1513","Oliver Heldens & Becky Hill - Gecko (Overdrive) [Radio ...","0.01013"
"1514","Nils van Zandt - Hey ! (feat. Heleena & Rashaun Will)","0.01011"
"1515","Dua Lipa - Be the One","0.01008"
"1516","Lacrim - Poutine","0.01005"
"1517","Rilès - I Do It","0.01005"
"1518","Allison - Sound of Silence (Extrait de la bande origina...","0.01005"
"1519","DJ Battle - Twerk Lesson (feat. Lexy Panterra)","0.01004"
"1520","Joke - Sphinx (feat. Rim K & Seth Gueko)","0.01002"
"1521","Flavel & Neto - Eu quero tchu, Eu quero tcha","0.01000"
"1522","La Fouine - Chargée","0.00997"
"1523","Fréro Delavega - Autour de moi","0.00996"
"1524","Fergie, Q-Tip & GoonRock - A Little Party Never Killed ...","0.00995"
"1525","ALB - Whispers Under the Moonlight","0.00995"
"1526","Ariana Grande - Into You","0.00992"
"1527","Ben E. King - Stand by Me","0.00989"
"1528","Katy Perry - Walking On Air","0.00982"
"1529","Matt Houston & DJ Assad - Twist 2K14 (Radio Re-Edit) [f...","0.00976"
"1530","Pagadixx - Just Married (Radio Edit)","0.00970"
"1531","G-Eazy & Kehlani - Good Life","0.00967"
"1532","Carolina Marquez - Sing La La La (feat. Flor Rida & Dal...","0.00967"
"1533","Jeremih - Tonight Belongs To U! (feat. Flo Rida)","0.00966"
"1534","Rilès - Thank God","0.00966"
"1535","Disclosure - Omen (feat. Sam Smith)","0.00963"
"1536","Synapson - Hide Away (feat. Holly)","0.00963"
"1537","H-Magnum - Aucun mytho (feat. Black M)","0.00959"
"1538","Showtek - Slow Down (Extended Radio Edit)","0.00958"
"1539","France Gall - Si maman si","0.00957"
"1540","Avicii - Lonely Together (feat. Rita Ora)","0.00957"
"1541","Alonzo - Y'a rien a faire","0.00956"
"1542","Blacko - No Stress","0.00956"
"1543","Maître Gims - Corazón","0.00956"
"1544","Demis Roussos - Quand je t'aime","0.00954"
"1545","Johnny Hallyday - L'hymne à l'amour (Edit)","0.00952"
"1546","Kanye West - Only One (feat. Paul McCartney)","0.00952"
"1547","Various Artists - Un arc en ciel","0.00950"
"1548","Bob Sinclar - I Believe (Radio Edit)","0.00950"
"1549","Steve Aoki & Louis Tomlinson - Just Hold On","0.00950"
"1550","Alex Hepburn - Under","0.00950"
"1551","Ramin Djawadi - The Night King (From Game of Thrones: Season 8) [Music from the HBO Series]","0.00950"
"1552","Indila - Love Story","0.00945"
"1553","Ratatat - Cream on Chrome","0.00945"
"1554","Nekfeu - Plume (Inédit)","0.00944"
"1555","Alonzo - La belle vie","0.00942"
"1556","Madeon - You're On (feat. Kyan)","0.00942"
"1557","Sandra Lyng - Play My Drum","0.00941"
"1558","MHD - Afro Trap Pt. 10 (Moula Gang)","0.00941"
"1559","Selena Gomez - Fetish (feat. Gucci Mane)","0.00939"
"1560","Hornet La Frappe - Je pense à toi","0.00938"
"1561","Shanguy - La louze","0.00934"
"1562","Ridsa - Leila","0.00929"
"1563","Sia - Salted Wound (From The ""Fifty Shades Of Grey"" Sou...","0.00927"
"1564","Nekfeu - Galatée","0.00926"
"1565","Selena Gomez - Back to You","0.00925"
"1566","Parov Stelar - Step Two (feat. Lilja Bloom)","0.00924"
"1567","LORENZO - Fume à fond","0.00922"
"1568","Lana Del Rey - Brooklyn Baby","0.00922"
"1569","Slimane - J'en suis là","0.00914"
"1570","Mylène Farmer - Sentimentale","0.00914"
"1571","Ellie Goulding - On My Mind","0.00914"
"1572","Labrinth - Jealous","0.00913"
"1573","David Guetta - Light My Body Up (feat. Nicki Minaj & Lil Wayne)","0.00912"
"1574","Maska - Profiter de ma life (feat. Black M & Docteur Be...","0.00912"
"1575","Kalash - Taken","0.00912"
"1576","Jeanne Added - Radiate","0.00911"
"1577","Coldplay - Atlas (From “The Hunger Games: Catching Fire...","0.00911"
"1578","Madonna - Devil Pray","0.00910"
"1579","Alonzo - Vaillant","0.00909"
"1580","Pitbull - Greenlight (feat. Flo Rida & LunchMoney Lewis)","0.00909"
"1581","Maître Gims - Marabout","0.00908"
"1582","Rohff - Rohff Game","0.00908"
"1583","Ninho - De l'autre côté (feat. Nekfeu)","0.00904"
"1584","One Direction - Strong","0.00902"
"1585","Park Bom - Spring (feat. Sandara Park)","0.00901"
"1586","Amel Bent - Si on te demande","0.00901"
"1587","Lisandro Cuxi - Eva","0.00900"
"1588","Alexiane - A Million On My Soul","0.00900"
"1589","C2C - Happy (feat. Derek Martin)","0.00899"
"1590","Djadja & Dinaz - Possédé","0.00897"
"1591","Red Hot Chili Peppers - Dark Necessities","0.00897"
"1592","Les Enfoirés - Liberté","0.00895"
"1593","Cerise Calixte - Le bleu lumière","0.00894"
"1594","Lefa - 20 ans","0.00893"
"1595","MHD - Afro Trap, Part. 6 (Molo Molo)","0.00892"
"1596","Mabel - Don't Call Me Up","0.00892"
"1597","PNL - J'suis PNL","0.00890"
"1598","Rammstein - DEUTSCHLAND","0.00890"
"1599","Booba - Génération assassin","0.00889"
"1600","Kanye West - All Day (feat. Theophilus London, Allan Ki...","0.00888"
"1601","Nej - Fauter","0.00887"
"1602","I.K (TLF) - Condamné","0.00886"
"1603","Lana Del Rey - Shades of Cool","0.00886"
"1604","Ninho - Un Poco","0.00885"
"1605","David Bowie - Space Oddity","0.00885"
"1606","Niall Horan - This Town","0.00885"
"1607","Kaaris - S.E.V.R.A.N","0.00884"
"1608","DJ Hamida - Déconnectés (feat. Kayna Samet, Rim-K & L'A...","0.00883"
"1609","Sting - Fragile","0.00882"
"1610","Sidaction - Kiss & Love","0.00882"
"1611","Tom McRae - What a Way to Win a War","0.00881"
"1612","Jess Glynne - Hold My Hand","0.00879"
"1613","Urgence Homophobie - De l'Amour","0.00878"
"1614","Selena Gomez - Bad Liar","0.00878"
"1615","Tino Rossi - Petit Papa Noël","0.00878"
"1616","Prince - Sometimes It Snows In April","0.00877"
"1617","Charles Aznavour - Je m'voyais déjà","0.00876"
"1618","Niska - Ochoa","0.00875"
"1619","Leonard Cohen - Suzanne","0.00874"
"1620","One Direction - Perfect","0.00874"
"1621","Booba - JDC","0.00873"
"1622","Lucenzo & Kenza Farah - Obsesión (Radio Edit) [Tropical...","0.00873"
"1623","Betta Lemme - Bambola","0.00873"
"1624","Gradur - Tu crois que je mens","0.00872"
"1625","Mac Tyer - Un jour peut-être","0.00871"
"1626","ADELE - Someone Like You","0.00870"
"1627","Maxim Nucci - Talk to Me (Live)","0.00870"
"1628","Ninho - Maman ne le sait pas (feat. Niska)","0.00869"
"1629","Ødyssey - Mind (feat. Kimberley Krump)","0.00869"
"1630","Birdy - Keeping Your Head Up","0.00869"
"1631","Booba - Mon pays","0.00867"
"1632","Shaniz - Loin d'ici (feat. Blacko)","0.00865"
"1633","Orelsan - Paradis","0.00865"
"1634","Shy'm - La malice","0.00864"
"1635","Jul - Je peux pas me les blairer","0.00864"
"1636","Yellow Claw - Good Day (feat. DJ Snake & Elliphant)","0.00864"
"1637","Tame Impala - Yes I'm Changing","0.00863"
"1638","David Carreira - Obrigado la famille (feat. Dry)","0.00862"
"1639","Synapson - Blade Down (feat. Tessa B)","0.00862"
"1640","Antony & The Johnsons - Fistful of Love","0.00861"
"1641","Sch - 6.45i","0.00859"
"1642","I LOVE MAKONNEN - Tuesday (feat. Drake)","0.00859"
"1643","Gossip - Heavy Cross","0.00859"
"1644","Armin van Buuren - Turn It Up","0.00858"
"1645","Rebel - Black Pearl (He's a Pirate) [Original Extended ...","0.00858"
"1646","Niro - La mort ou TchiTchi (feat. Kaaris)","0.00857"
"1647","Rémy - Bella Ciao (Bonus track)","0.00855"
"1648","Black M - Comme moi (feat. Shakira)","0.00854"
"1649","PNL - Dans ta rue","0.00854"
"1650","Adele - Million Years Ago","0.00853"
"1651","Etta James - At Last","0.00849"
"1652","The Shoes - Give It Away (feat. Postaal)","0.00849"
"1653","Lacrim - Carte de la vieillesse","0.00849"
"1654","Lilly Wood & The Prick - Prayer In C","0.00848"
"1655","Skylar Grey - I Know You (From The ""Fifty Shades Of Gre...","0.00848"
"1656","4Keus Gang - Le temps passe","0.00847"
"1657","France Gall - Viens je t'emmène","0.00847"
"1658","Eddy de Pretto - Random","0.00846"
"1659","Maître Gims - Tu reviendras","0.00844"
"1660","Shawn Mendes - Treat You Better","0.00844"
"1661","Zedd - I Want You To Know (feat. Selena Gomez)","0.00841"
"1662","Petit Biscuit & Møme - Gravitation (feat. Isaac Delusion)","0.00840"
"1663","Bigflo & Oli - Pour un pote (feat. Jean Dujardin)","0.00834"
"1664","CamelPhat & Elderbrook - Cola","0.00831"
"1665","Jeanne Added - Mutate","0.00831"
"1666","DJ Snake - Talk (feat. George Maple)","0.00829"
"1667","Deluka - Home","0.00829"
"1668","Sofiane - Longue vie (feat. Ninho & Hornet la Frappe)","0.00829"
"1669","Calogero - Avant toi","0.00827"
"1670","Mister You - J'voulais","0.00827"
"1671","Bengous - Où Tié Bébé ?","0.00827"
"1672","Renaud - Mistral gagnant","0.00825"
"1673","Kygo - Stay (feat. Maty Noyes)","0.00822"
"1674","Benjamin Biolay - C'est magnifique","0.00818"
"1675","Jessy Matador - Agathe","0.00818"
"1676","Omi - Cheerleader (Felix Jaehn Remix) [Radio Edit]","0.00816"
"1677","Geronimo - Possédés (Radio Edit)","0.00814"
"1678","Milky Chance - Down By the River","0.00811"
"1679","Charlotte Gainsbourg - Deadly Valentine","0.00809"
"1680","James Newton Howard - The Hanging Tree (Rebel Remix) [F...","0.00807"
"1681","Florent Pagny - Le soldat","0.00807"
"1682","RIDSA - Porto Rico","0.00805"
"1683","Martin Solveig & The Cataracs - Hey Now (feat. Kyle)","0.00805"
"1684","Justin Hurwitz - Mia & Sebastian’s Theme","0.00800"
"1685","Chris Isaak - Wicked Game","0.00800"
"1686","Marvin Gaye - Sexual Healing","0.00799"
"1687","Michel Delpech - Quand j'étais chanteur","0.00799"
"1688","AC/DC - Play Ball","0.00799"
"1689","Arcade Fire - Reflektor","0.00799"
"1690","Sch - Gomorra","0.00798"
"1691","Sofiane - Bandit saleté","0.00797"
"1692","Ed Sheeran - How Would You Feel (Paean)","0.00797"
"1693","Whitney Houston - I Will Always Love You","0.00797"
"1694","Kaaris - 80 Zetrei","0.00796"
"1695","Ramin Djawadi - Light of the Seven","0.00795"
"1696","Haristone - Partir loin","0.00795"
"1697","S.Pri Noir - Juste pour voir (feat. Nekfeu)","0.00791"
"1698","Alonzo - Même tarif (feat. Booba)","0.00789"
"1699","Fababy - Ma petite","0.00786"
"1700","Johnny Hallyday - Allumer le feu (Radio Edit)","0.00785"
"1701","Charles Aznavour - La mamma","0.00785"
"1702","Kaaris - Comme Gucci Mane","0.00783"
"1703","ZAZ - Paris sera toujours Paris","0.00783"
"1704","Angèle - Jalousie","0.00780"
"1705","Jérôme Echenoz - Le chrome et le coton (Lafayette Remix 2015)","0.00780"
"1706","Dadju - Comme si de rien n'était","0.00780"
"1707","Rihanna - Kiss It Better","0.00778"
"1708","Madonna - Bitch I'm Madonna (feat. Nicki Minaj)","0.00778"
"1709","Kalash - Danjé","0.00778"
"1710","Coldplay - Hypnotised","0.00777"
"1711","Nicki Minaj - Chun-Li","0.00777"
"1712","London Grammar - Nightcall","0.00776"
"1713","London Grammar - Rooting for You","0.00776"
"1714","Calvin Harris - Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","0.00776"
"1715","Black - Wonderful Life","0.00775"
"1716","Sofi Tukker - B*****t","0.00774"
"1717","Arctic Monkeys - Do I Wanna Know?","0.00773"
"1718","Ásgeir - King and Cross","0.00773"
"1719","Maître Gims - Je te pardonne (Pilule Bleue)[feat. Sia]","0.00772"
"1720","Britney Spears - Make Me...(feat. G-Eazy)","0.00772"
"1721","Matt Houston & Kevin Lyttle - Turn Me On (Tropical Fami...","0.00771"
"1722","Disclosure - You & Me (feat. Eliza Doolittle)","0.00770"
"1723","Carla's Dreams - Sub Pielea Mea (Midi Culture Remix)","0.00770"
"1724","Skrillex & Rick Ross - Purple Lamborghini","0.00769"
"1725","Nekfeu - Humanoïde","0.00769"
"1726","Milky Chance - Fairytale","0.00767"
"1727","Vanessa da Mata & Ben Harper - Boa Sorte (Good Luck)","0.00764"
"1728","Ke$ha - TiK ToK","0.00763"
"1729","Arielle Dombasle & Nicolas Ker - Carthagena","0.00762"
"1730","David Bowie - Lazarus","0.00762"
"1731","KeBlack - J'ai déconné (Radio Edit)","0.00761"
"1732","Emmy Liyana - OK ou KO","0.00760"
"1733","Muse - Mercy","0.00759"
"1734","Fred Rister - I Want a Miracle (feat. Sam Martin & Chris Willis)","0.00759"
"1735","Niska - Country","0.00758"
"1736","Véronique Sanson - Et je l'appelle encore","0.00758"
"1737","Johnny Hallyday - Ma gueule","0.00758"
"1738","Madonna - Unapologetic Bitch","0.00758"
"1739","The Black Eyed Peas - #Wheresthelove (feat. The World)","0.00757"
"1740","Cerise Calixte - Le bleu lumière (De ""Vaiana - La Légende du Bout du Monde"")","0.00757"
"1741","Charles Aznavour - For me formidable","0.00756"
"1742","Section Pull Up - Comme dab (feat. DJ Mike One)","0.00755"
"1743","Beyoncé - XO","0.00755"
"1744","Camille - Seeds","0.00754"
"1745","Jen Jis & Feder - Keep Us Apart (feat. Bright Sparks)","0.00753"
"1746","Martin Garrix & Matisse & Sadko - Forever","0.00753"
"1747","Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix]","0.00752"
"1748","Columbine - Pierre, feuille, papier, ciseaux","0.00751"
"1749","Kaaris - Octogone","0.00751"
"1750","Ed Sheeran - Don't","0.00749"
"1751","Aya Nakamura - Oula","0.00748"
"1752","U2 & Kygo - You're the Best Thing About Me (U2 Vs. Kygo)","0.00747"
"1753","Alonzo - Y’a rien à faire","0.00743"
"1754","Kyo - Ton mec","0.00740"
"1755","Beyoncé - Freedom (feat. Kendrick Lamar)","0.00739"
"1756","Beyoncé - Crazy In Love","0.00738"
"1757","Niro - VivaStreet","0.00735"
"1758","PNL - Plus Tony que Sosa","0.00734"
"1759","Anggun & Florent Pagny - Nos vies parallèles (feat. Yuri Buenaventura)","0.00734"
"1760","Kaaris - Dozo","0.00733"
"1761","Faul & Wad Ad & Pnau - Changes (Radio Mix)","0.00733"
"1762","Indochine - Song for a Dream","0.00733"
"1763","Britney Spears & Iggy Azalea - Pretty Girls","0.00732"
"1764","FAUVE - Voyou","0.00732"
"1765","SARA'H - Despacito (Française Version)","0.00731"
"1766","Lacrim - Noche (feat. Damso)","0.00731"
"1767","Pagadixx - Victory (feat. Malee)","0.00731"
"1768","Fly By - Happy","0.00728"
"1769","Madonna - Illuminati","0.00727"
"1770","Major Lazer - Powerful (feat. Ellie Goulding & Tarrus Riley)","0.00726"
"1771","Dark Dark Dark - In Your Dreams","0.00726"
"1772","Mister You - Emmène-moi","0.00726"
"1773","Kaaris - Sombre","0.00724"
"1774","Françoise Hardy - Seras-tu là ?","0.00723"
"1775","Jul - Allez le sang","0.00723"
"1776","Guizmo - Dans 10 ans","0.00723"
"1777","Les Enfoirés - On fait le show","0.00723"
"1778","Les Enfoirés - Speed (Live)","0.00722"
"1779","Lacrim - Solo","0.00721"
"1780","The Script - Superheroes","0.00721"
"1781","P!nk - A Million Dreams","0.00720"
"1782","Black M - Dans ma rue (Affaire de famille)","0.00718"
"1783","Les Enfoirés - On fait le show (Version radio)","0.00717"
"1784","X Ambassadors & Jamie N Commons - Jungle","0.00717"
"1785","Izia - La vague","0.00716"
"1786","DJ Hamida - Paname (feat. Cam'Ro)","0.00716"
"1787","ItaloBrothers - Welcome To the Dancefloor (Video Edit)","0.00715"
"1788","Zach Sobiech - Clouds","0.00715"
"1789","Slimane - Nous deux","0.00714"
"1790","Roméo Elvis - Malade","0.00714"
"1791","will.i.am - Boys & Girls (feat. Pia Mia)","0.00712"
"1792","Soprano - Préface","0.00712"
"1793","Kery James - Mouhammad Alix","0.00708"
"1794","Kev Adams - Yallah Yallah (l'arrivée d'Aladin)","0.00707"
"1795","Justin Bieber - I'll Show You","0.00707"
"1796","Lou Doillon - Where To Start","0.00707"
"1797","MHD - Afro Trap, Part. 4 (Fais le mouv)","0.00707"
"1798","Rohff - La crème de la crème (feat. Lacrim)","0.00707"
"1799","The Cranberries - Ode to My Family","0.00707"
"1800","Rihanna - Towards the Sun (From The ""Home"" Soundtrack)","0.00706"
"1801","The Pirouettes - L'escalier","0.00706"
"1802","The Dø - Keep Your Lips Sealed","0.00706"
"1803","Ridsa - Laisser couler","0.00703"
"1804","Lana Del Rey - Mariners Apartment Complex","0.00701"
"1805","Booba - Trône","0.00699"
"1806","DJ Sem - Ça plaisante pas (feat. Sultan)","0.00698"
"1807","Nekfeu - 7:77 am (feat. 86 Joon) [Inédit]","0.00696"
"1808","Booba - 113 (feat. Damso)","0.00696"
"1809","Sia - Santa's Coming For Us","0.00696"
"1810","Jacques Higelin - Pars","0.00696"
"1811","Martin Garrix - High on Life (feat. Bonn)","0.00695"
"1812","Gradur - Passe à la caisse (feat. GLK)","0.00695"
"1813","Echosmith - Cool Kids (Radio Edit)","0.00694"
"1814","Siboy - Mula (feat. Booba)","0.00691"
"1815","Ninho - Caramelo","0.00689"
"1816","Led Zeppelin - Whole Lotta Love","0.00688"
"1817","Johnny Hallyday - Retiens la nuit (du film ""Les Parisiennes"")","0.00688"
"1818","Lily Allen - Hard Out Here","0.00687"
"1819","Beyoncé - 6 Inch (feat. The Weeknd)","0.00687"
"1820","Bill Withers - Ain't No Sunshine","0.00685"
"1821","Slimane - Adieu","0.00685"
"1822","Kendrick Lamar - DNA.","0.00685"
"1823","Aretha Franklin - (You Make Me Feel Like) A Natural Woman","0.00684"
"1824","Soprano - En feu (Version album)","0.00682"
"1825","HollySiz - Rather Than Talking","0.00682"
"1826","N.E.R.D & Rihanna - Lemon","0.00682"
"1827","Les Enfoirés - Liberté (Version radio)","0.00680"
"1828","Eva Simons & Sidney Samson - Escape from Love","0.00680"
"1829","Patrick Fiori - Où je vis","0.00680"
"1830","4 Keus Gang - Attentif","0.00679"
"1831","The Avener - Panama","0.00678"
"1832","Diplo & Niska - Boom Bye Bye","0.00678"
"1833","Rita Ora - Anywhere","0.00676"
"1834","Amy Winehouse - Back to Black","0.00676"
"1835","Sergio Mendes - Mas Que Nada (feat. Black Eyed Peas)","0.00676"
"1836","Ridsa - On s'en ira (feat. DJ Samo)","0.00675"
"1837","Angus & Julia Stone - Grizzly Bear","0.00675"
"1838","Gradur - Dans ma vie","0.00675"
"1839","XXXTENTACION - changes","0.00675"
"1840","Lynnsha, Louisy Joseph & Fanny J - Maldon (Tropical Fam...","0.00675"
"1841","DJ Sem - Libre comme l'air (feat. Lartiste & Matt Houston) [Radio Edit]","0.00674"
"1842","U2 - Every Breaking Wave (From Acoustic Sessions)","0.00672"
"1843","Kaaris - Je suis gninnin, je suis bien","0.00672"
"1844","Louis Tomlinson - Back to You (feat. Bebe Rexha & Digital Farm Animals)","0.00672"
"1845","Vaults - One Last Night (From The ""Fifty Shades Of Grey...","0.00671"
"1846","Sofiane - Toka","0.00669"
"1847","Guizmo - André","0.00667"
"1848","John Legend - Start a Fire","0.00667"
"1849","La Fouine - Quand je partirai","0.00665"
"1850","Gauvain Sers - Les oubliés","0.00664"
"1851","Mokobé - Wesh (feat. Gradur)","0.00663"
"1852","Alicia Keys - In Common","0.00662"
"1853","Muse - The Dark Side","0.00661"
"1854","Soolking & Dhurata Dora - Zemër","0.00661"
"1855","Patrick Sébastien - Les sardines","0.00661"
"1856","Seth Gueko - Titi parisien (feat. Oxmo Puccino & Nekfeu) [Remix]","0.00660"
"1857","Dido - Hurricanes","0.00659"
"1858","Avicii - The Nights","0.00659"
"1859","Navii - J'écoute du Miles Davis (Radio Version)","0.00658"
"1860","James Newton Howard - The Hanging Tree","0.00656"
"1861","Charles Aznavour - Mourir d'aimer","0.00655"
"1862","Cyril Hanouna - Bogda Bogdanov (feat. Les Frères Bogdan...","0.00654"
"1863","Landy - Muerte (feat. Dadju)","0.00654"
"1864","Kaaris - Terrain","0.00653"
"1865","Kiddy Smile - Be Honest","0.00652"
"1866","Talk Talk - It's My Life","0.00651"
"1867","KeBlack - Premier étage","0.00651"
"1868","Brice Conrad - A tort ou à raison (remix)","0.00648"
"1869","Christophe Willem - Marlon Brando","0.00648"
"1870","Jacques Higelin - Champagne","0.00648"
"1871","Sch - J'attends","0.00647"
"1872","PNL - Jusqu'au dernier gramme","0.00647"
"1873","benny blanco, Tainy, Selena Gomez & J Balvin - I Can't Get Enough","0.00647"
"1874","Alonzo - Y’en a assez","0.00646"
"1875","Johnny Clegg & Savuka - Asimbonanga (Mandela)","0.00646"
"1876","Rihanna - What Now","0.00645"
"1877","Lacrim - Billets en l’air","0.00644"
"1878","Felix Jaehn - Book of Love (feat. Polina)","0.00644"
"1879","David Guetta - Don't Leave Me Alone (feat. Anne-Marie)","0.00642"
"1880","BTS - IDOL","0.00640"
"1881","Jul - C’est chaud","0.00639"
"1882","Lynyrd Skynyrd - Sweet Home Alabama","0.00639"
"1883","Bigflo & Oli - Mytho","0.00639"
"1884","Kaaris - Boyz N the Hood","0.00639"
"1885","JAY Z & Kanye West - Ni**as in Paris","0.00639"
"1886","Zedd & Katy Perry - 365","0.00638"
"1887","Lou Reed - Perfect Day","0.00637"
"1888","Henri Salvador - J'ai tant rêvé","0.00637"
"1889","Johnny Hallyday - Je ne suis qu'un homme","0.00637"
"1890","Sch - Liquide (feat. Lacrim)","0.00637"
"1891","Charlotte Cardin - Main Girl","0.00636"
"1892","4 Non Blondes - What's Up","0.00635"
"1893","Leonard Cohen - You Want It Darker","0.00634"
"1894","L'entourage - Bal masqué","0.00632"
"1895","Jul - Ma che beauté","0.00632"
"1896","Lacrim - Brasse au max","0.00632"
"1897","London Grammar - Big Picture","0.00631"
"1898","France Gall - Musique","0.00630"
"1899","Niska - M.L.C (feat. Booba)","0.00630"
"1900","Lino - Suicide commercial","0.00629"
"1901","Charles Aznavour - Non je n'ai rien oublié","0.00629"
"1902","Johnny Hallyday - Tomber encore","0.00626"
"1903","Rufus Wainwright - Across the Universe (Remix)","0.00626"
"1904","Carla Bruni - The Winner Takes It All","0.00626"
"1905","Jul - Mercé (feat. Benjamin Mendy & Mehdi)","0.00624"
"1906","Kygo - Raging (feat. Kodaline)","0.00624"
"1907","The Wind and The Wave - Chasing Cars","0.00624"
"1908","Marina Kaye - Only the Very Best (Balavoine(s))","0.00622"
"1909","Michel Sardou - Le figurant","0.00621"
"1910","Patrick Fiori - Pour mieux s’aimer","0.00620"
"1911","Metronomy - Love Letters","0.00619"
"1912","Kalash - Moments gâchés (feat. Satori)","0.00617"
"1913","LINKIN PARK - In the End","0.00616"
"1914","Martin Jensen - Solo Dance","0.00615"
"1915","Stromae - Carmen","0.00615"
"1916","Orelsan - Christophe (feat. Maître Gims)","0.00615"
"1917","Ramin Djawadi - Main Title","0.00613"
"1918","MHD - Bodyguard","0.00612"
"1919","Bera - Parlez-vous français?","0.00612"
"1920","Dry - Maintenant ou jamais (feat. Tal)","0.00611"
"1921","Jon Ali - Lonely (feat. Baby Bash)","0.00610"
"1922","Sofia Karlberg - Crazy in Love","0.00609"
"1923","Keala Settle & The Greatest Showman Ensemble - This Is Me","0.00606"
"1924","Eagle-Eye Cherry - Save Tonight","0.00606"
"1925","Nicki Minaj - Bed (feat. Ariana Grande)","0.00605"
"1926","Kyo - L'équilibre","0.00603"
"1927","Fréro Delavega - Le chant des sirènes (Skydancers Remix...","0.00603"
"1928","Clara Luciani - Nue","0.00602"
"1929","David Bowie - Heroes","0.00602"
"1930","Soprano - Mélancolie","0.00602"
"1931","Jenifer - Mourir dans tes yeux","0.00601"
"1932","Soprano - Amour siamois (feat. Lili Poe)","0.00601"
"1933","Fergie - L.A.LOVE (la la)","0.00599"
"1934","MC Solaar - EKSASSAUTE","0.00599"
"1935","2NE1 - I Am the Best","0.00599"
"1936","FEYNMAN - 1-800MYLOVE","0.00598"
"1937","Sexion d'Assaut - Désolé","0.00598"
"1938","Sound Of Legend - Push the Feeling On (Radio Edit)","0.00597"
"1939","Jul - J'oublie tout","0.00597"
"1940","Samuel - 50 nuances de toi","0.00596"
"1941","Weval - Detian","0.00596"
"1942","Niro - Perdu","0.00595"
"1943","Amel Bent - Dis-moi qui tu es","0.00595"
"1944","Joe Bel - Salut les amoureux","0.00595"
"1945","Johnny Hallyday - Derrière l'amour","0.00594"
"1946","Soprano - Ti amo","0.00594"
"1947","David Bowie - Blackstar","0.00594"
"1948","LORENZO - Bizarre (feat. Vald)","0.00593"
"1949","Sia - Bird Set Free","0.00593"
"1950","Karen Gibson & The Kingdom Choir - Stand By Me","0.00593"
"1951","Lil Peep & XXXTENTACION - Falling Down","0.00592"
"1952","Mylène Farmer - Untitled","0.00592"
"1953","Michael Canitrot - Chain Reaction (Radio Edit)","0.00592"
"1954","Jeanne Added - Look at Them","0.00590"
"1955","Måns Zelmerlöw - Heroes","0.00589"
"1956","Vitaa - À fleur de toi","0.00589"
"1957","Beyoncé - Sorry","0.00588"
"1958","Daniel Balavoine - Tous les cris les S.O.S.","0.00588"
"1959","Casseurs Flowters - Bloqué","0.00588"
"1960","Coldplay - The Scientist","0.00586"
"1961","BLACKPINK - Kill This Love","0.00585"
"1962","El Profesor - Bella ciao (HUGEL Remix)","0.00584"
"1963","David Bowie - Let's Dance (Single Version) [2014 Remastered Version]","0.00583"
"1964","Dadju - Christina","0.00583"
"1965","James Bay - Hold Back the River","0.00583"
"1966","StadiumX & Taylr Renee - Howl At the Moon (Radio Edit)","0.00581"
"1967","Madilyn Bailey - Radioactive","0.00580"
"1968","La Fouine - Lové","0.00580"
"1969","Lino - Choc funèbre","0.00580"
